ID	Exhibit	Photo	@Photo_Slug	Description	Name	Bio	@Path
28874	Autonomous Android Vehicle	http://makerfaire.files.wordpress.com/2014/03/photo1.jpg	photo1.jpg	"We created a robot that can recognize, track, and follow a specified color object as well as have the ability to avoid obstacles in its way. To do so, we used a smartphone, a RC car, IR sensors, & an IOIO board to control it."	Al Bencomo	"Experienced software engineer with a diverse technical background which includes robot operations, artificial intelligence, machine vision, and scientific data visualization."	images:photo1.jpg
28797	Tangle and/or Light Curtain	http://makerfaire.files.wordpress.com/2014/03/rainbow-fibers.jpg	rainbow-fibers.jpg	A tangle of LED strips - 1920 fully-addressible RGB LEDs.  Videos and images appear across its surface through the magic of software.	Christopher Schardt	"After spending 4 years making kinetic fire art (Garden of Rockets, Char Wash), Christopher Schardt is now happily working the greener pastures of LEDs."	images:rainbow-fibers.jpg
28765	Stormcenter Research	http://makerfaire.files.wordpress.com/2014/03/img_20140326_161226_597.jpg	img_20140326_161226_597.jpg	Stormcenter Research competition RC Aircraft team.	Mike Parkin	Silverback.  Coffee fiend.	images:img_20140326_161226_597.jpg
28739	Fabule: Expressive Devices for Creative Homes	http://makerfaire.files.wordpress.com/2014/03/clyde8_small.jpg	clyde8_small.jpg	Meet Fabule's newest offering: Clyde. Clyde is a colorful and expressive LED lamp with ''personality modules'' that let you customize his behavior without programming. He's also Arduino compatible and designed for tinkering.	Fabule Fabrications	"Founded by designers, Fabule makes smart domestic devices that make you feel smart. You can open, upgrade, tinker with or repair anything we design, and make it truly yours."	images:clyde8_small.jpg
28677	Little Robot Friends	http://makerfaire.files.wordpress.com/2014/03/lrf_header.jpg	lrf_header.jpg	"Little Robot Friends are cute, smart, and programmable robots - each with a unique personality that develops as you interact with them."	Aesthetec Studio	"We are a small studio based in Toronto, Canada that develops custom interactive objects and experiences for Museums, Science Centres and Exhibitions."	images:lrf_header.jpg
28665	Junior Drones Team	http://makerfaire.files.wordpress.com/2014/03/hubsan-hd.jpg	hubsan-hd.jpg	We will be participating in the Game of Drones exhibit as a young Drone operator.	Cristophi Hogan	Participaing in the Game of Drones Exhibit	images:hubsan-hd.jpg
28652	Lil Top	http://makerfaire.files.wordpress.com/2014/03/liltop.jpg	liltop.jpg	Lil Top is the worlds smallest circus tent. So small in fact we had to add a second story.	Joshua Thwaites	I love make things with my hands and machines	images:liltop.jpg
28514	Goo Station	http://makerfaire.files.wordpress.com/2014/03/photo-21.jpg	photo-21.jpg	I am making a goo station to share with people who come to maker faire.	Carlos Rodriguez	"I am a 6th grade student at Lighthouse Community Charter School in Oakland, CA. "	images:photo-21.jpg
28508	Plastic Mold Vacuform	http://makerfaire.files.wordpress.com/2014/03/photo-1.jpg	photo-1.jpg	I am making a vacuum forming machine that makes plastic molds.	Omari Diltz	I am a 5th grade student at Lighthouse Community Charter School where I am in the After-school Making Class with Mr. Howard. 	images:photo-1.jpg
28506	Lil Buddy pedal car	http://makerfaire.files.wordpress.com/2014/03/stolenbikerecoveryninja.jpg	stolenbikerecoveryninja.jpg	"I took two tricycles, cut them in half and stuck them together to make a four wheel pedal powered racecar!"	Joshua Thwaites	I love to make things with my hands and machines	images:stolenbikerecoveryninja.jpg
28482	Giant Puppet	http://makerfaire.files.wordpress.com/2014/03/puppet-1.jpg	puppet-1.jpg	"We are bringing a 10 foot tall puppet, carried by 5 kids. "	"Andrea Scharff, Gabriel Scharff, Bryce Dettering, Amelia Marvit, Owen Hoyt, Nika LeCheminant"		images:puppet-1.jpg
28472	"Hexlab Makerspace, new to Los Angeles (Tarzana)"	http://makerfaire.files.wordpress.com/2014/03/hexlab-maker-faire.png	hexlab-maker-faire.png	"HexLab Makerspace is the newest makerspace in Los Angeles. We offer access to creative technologies such as 3D printers/scanners, laser cutters, mold making, resin & metal casting, vinyl cutting and large-format printing."	Hexlab Makerspace	"HexLab's mission is to provide students, tinkerers and inventors access to emerging technologies and a place where like-minded ''makers'' can come together."	images:hexlab-maker-faire.png
28429	An Open Source Autonomous Self Driving DIY Toy Car	http://makerfaire.files.wordpress.com/2014/03/rccar-1.png	rccar-1.png	The open source DIY Car Kit is geared towards anyone interested in enhancing their computer science and engineering skills in a fun and interesting way - you can build their own intelligent self driving programmable toy carl	"Nanu Swamy, Jay Francis, Rohit Swamy"		images:rccar-1.png
28408	El Pulpo Mecanico	http://makerfaire.files.wordpress.com/2014/03/bm2013_055.jpg	bm2013_055.jpg	El Pulpo Mecanico is a 25 ft tall mechanical octopus. It has 8 eyes that pop in and out of the head and 8 large moving tentacles that spew fire. We use a  hand controlled beatbox. It holds 200 gallons of propane on board.	"Duane Flatmo, Jerry Kunkel"		images:bm2013_055.jpg
28349	Technology For The Sake Of Humanity	http://makerfaire.files.wordpress.com/2014/03/hero-arm-hi-res.jpg	hero-arm-hi-res.jpg	"Not Impossible believes in technology for the sake of humanity. Our most recent project, Project Daniel, used 3D printers to make prosthetic arms and hands for children of war in Sudan. #HelpOneHelpMany "	Not Impossible	"Not Impossible believes in technology for the sake of humanity. We crowd-solve healthcare issues to create open source, DIY, affordable solutions. #HelpOneHelpMany"	images:hero-arm-hi-res.jpg
28338	Xtrace	http://makerfaire.files.wordpress.com/2014/03/photo-4.jpg	photo-4.jpg	"Xtrace | Your Personal Arial Filming Crew The first Action sport drone able to fly in any condition and follow is owners everywhere. Be a protagonist, get all your moves on tape from a prospective never seen before!"	"Federico Treu, Roberto Navoni"		images:photo-4.jpg
28324	Crochet Jam	http://makerfaire.files.wordpress.com/2014/03/deyoung-20july12.jpg	deyoung-20july12.jpg	"The concept of this artist demonstration is in weaving different strips of fabricu2014some new, some old, some even vintageu2014using the folk-art tradition of crocheting rag rugs to unite different communities. "	Ramekon O'Arwisters		images:deyoung-20july12.jpg
28310	3D Printed Hexacopter	http://makerfaire.files.wordpress.com/2014/03/2014-03-19-21-54-14.jpg	2014-03-19-21-54-14.jpg	World War III with 6 rotors on a remote controled flying drone of doom!	Sean Teague	Teacher by day. Hacker/Maker by night. I like to 3D print my hobbies.	images:2014-03-19-21-54-14.jpg
28303	Patrick Coyle's Drone	http://makerfaire.files.wordpress.com/2014/03/r-10-improv-camera.jpg	r-10-improv-camera.jpg	Part of Game of Drones	Part of Game of Drones	Part of Game of Drones	images:r-10-improv-camera.jpg
28271	Make Your Own Paper Robot!	http://makerfaire.files.wordpress.com/2014/03/shishitaro_komajiro.jpg	shishitaro_komajiro.jpg	"Do you want to make your own paper craft robot,PIPEROID? Grab a pair of scissors, use your imagination and creativity, and bring your own robot to life! It should take approx.30 min for the whole assembly process. "	Magnote	"At MAGNOTE, we strive to create and curate design-superior unique products that are fun, attractive, and inspire the kid inside of everyone's heart."	images:shishitaro_komajiro.jpg
28240	Titanoboa: A 50 ft Electro-mechanical Snake	http://makerfaire.files.wordpress.com/2014/03/tboa-beakerhead.jpg	tboa-beakerhead.jpg	"An electro-mechanical reincarnation of the ancient, 50-foot snake killed off by past climate change. Titanoboa was built in Vancouver Canada at the eatART lab."	Titanoboa Crew		images:tboa-beakerhead.jpg
28215	FBI Earpieces	http://makerfaire.files.wordpress.com/2014/03/mormaji92ta5mtsq27uakdg.jpg	mormaji92ta5mtsq27uakdg.jpg	"Headphones, battery"	Gerson Martinez	I am a 6th grader at Lighthouse Community Charter School	images:mormaji92ta5mtsq27uakdg.jpg
28206	Onewheel	http://makerfaire.files.wordpress.com/2014/03/1w2_1242-8.jpg	1w2_1242-8.jpg	"Onewheel - The Self-Balancing, Electric Skateboard Inspired by snowboarding on fresh powder and dreams of hoverboarding, Onewheel produces a completely new riding experience."	Kyle Doerksen	Kyle Doerksen is CEO of Future Motion and the inventor and creator of the Onewheel. 	images:1w2_1242-8.jpg
28181	How to make your own Dobsonian Telescope	http://makerfaire.files.wordpress.com/2014/03/img_5683.jpg	img_5683.jpg	Learn how to design and build your own Dobsonian Telescope! Learn how the optics work and how you can grind your own telescope mirror and build the Dobsonian mount!	San Francisco Amateur Astronomers	"You'll find our club has something fun and interesting for you to do whether you are a beginner or an experienced amateur. Our members are all Bay Area enthusiasts who love the varied aspects of our hobby - public outreach, star viewing trips, scientific lectures, telescope making clinics as well as private members-only dark sky viewing nights and more. The SFAA has been operating since 1952 and proudly continues a long tradition of helping promote the appreciation of the wonders of the night sky within our Bay Area community."	images:img_5683.jpg
28103	I Weave Straps	http://makerfaire.files.wordpress.com/2014/03/inkle-mosaic-4.jpg	inkle-mosaic-4.jpg	"Handwoven belts, camera straps, guitar straps. "	Annie MacHale	"I am a passionate and prolific inkle weaver! At the age of 17, I built my first loom with help from a library book and my father. "	images:inkle-mosaic-4.jpg
28092	Controlling Bluetooth Devices with Raspberry Pi	http://makerfaire.files.wordpress.com/2014/03/raspberry-pi-control-ble-devices.jpg	raspberry-pi-control-ble-devices.jpg	Control your Bluetooth Low Energy Devices with Raspberry Pi	"Nahid Alam, Shah Hossain"		images:raspberry-pi-control-ble-devices.jpg
28061	Creature Quads Hawk and Miss Tickle	http://makerfaire.files.wordpress.com/2014/03/hawk-and-miss-tickle-in-parade5.jpg	hawk-and-miss-tickle-in-parade5.jpg	"Creature Quads Hawk and Miss Tickle are pedal powered contraptions The creatures like to travel all around the Maker Faire and find pilots and animators of all ages for spontaneous, interactive, and animated adventures."	Baron Von Jabba	Inventor/Sculptor	images:hawk-and-miss-tickle-in-parade5.jpg
27990	Grow Your Own Organic Mushrooms	http://makerfaire.files.wordpress.com/2014/03/shiitake_gills.jpg	shiitake_gills.jpg	Grow fresh organic Shiitake and Tree Oyster Mushrooms on pre-activated mushroom Mini-Farms	Kyle Garrone	"Kyle Garrone is the Production Manager of his family-owned organic mushroom farm, Far West Fungi in Moss Landing, California."	images:shiitake_gills.jpg
27789	Sentry Gun Robot	http://makerfaire.files.wordpress.com/2014/03/photo-5.jpg	photo-5.jpg	"The Sentry Gun Robot is an Arduino controlled robot that carries a sentry gun. We aim and fire the gun from a computer, and the robot uses infrared LEDS and sensors to randomly navigate through obstacles and rooms."	Mill Valley Makers	We are a group of young makers that live in or around Mill Valley. We are self mentored and love to create interesting inventions.	images:photo-5.jpg
27760	Switch Electric Vehicle	http://makerfaire.files.wordpress.com/2014/03/front-top-down.jpg	front-top-down.jpg	Make your own street legal electric vehicle.  Capable of transporting up to 4 people up to 100 miles on a single charge SWITCH comes ready to assemble.  All steps are provided in step by step written instructions.	"Peter Oliver, Jim McGreen"		images:front-top-down.jpg
27749	candelaphytes	http://makerfaire.files.wordpress.com/2014/03/421131_514788258544439_1533200007_n-1.jpeg	421131_514788258544439_1533200007_n-1.jpeg	7x7 steel base 240 power to operate motors vr required for install. 40 ft boom ideal. generally use 12-16'' anchors but can be installed without.	michael christian	can provide	images:421131_514788258544439_1533200007_n-1.jpeg
27739	Not Your Grandpa's Ham Radio 2014	http://makerfaire.files.wordpress.com/2014/03/085.jpg	085.jpg	"In our 3rd Maker Faire year, we will show new microwave projects as well as other projects  that will teach participants about radio wave propagation Arduino and other microcontrollers in ham radio"	"Wayne Yoshida, Dennis Kidder"		images:085.jpg
27561	Oscillation II & Motofurniture	http://makerfaire.files.wordpress.com/2014/03/osci2.jpg	osci2.jpg	"A zoetropic fire machine. Rapidly spinning 5' and 2' nested steel spheres counter-rotate with flames within, causing micro-storms and unpredictable vortices of fire. Also, Motofurniture built from salvage motorcycle parts."	Ryon Gesink	"Created art in various forms all my life- drawing, painting, writing, music, sculpture, and welding/fabrication of kinetic and fire art. Originally from Michigan, Bay Area 15 years."	images:osci2.jpg
27553	Trackers Earth: Bay Area	http://makerfaire.files.wordpress.com/2014/03/archery-apprenticeship-2012-week-1_5.jpg	archery-apprenticeship-2012-week-1_5.jpg	"Trackers is an education organization dedicated to teaching old school outdoor skills: wilderness survival, wild plants, homesteading crafts, blacksmithing, tracking, and more. "	Trackers Earth	"Trackers is an education organization dedicated to teaching old school outdoor skills: wilderness survival, wild plants, homesteading crafts, blacksmithing, tracking, and more."	images:archery-apprenticeship-2012-week-1_5.jpg
27536	Cultivar's RainCloud	http://makerfaire.files.wordpress.com/2014/03/20130703_cultivar_hh9a9493.jpg	20130703_cultivar_hh9a9493.jpg	"RainCloud is designed to replace garden hose timers with an IoT product to manage growing crops. Combining sensors, actuators and web-apps creates a user friendly, smart irrigation and crop management platform."	Cultivar	"Cultivar is a collection of engineers and enthusiasts based in Jackson, WY."	images:20130703_cultivar_hh9a9493.jpg
27531	Grandpa's Train...	http://makerfaire.files.wordpress.com/2014/03/20140215_110422.jpg	20140215_110422.jpg	"Engine is about five and half feet long and 27'' wide.  It has two cars, each 30'' long and 27'' wide with about 14 inches for the hitch assembly for each.  So, overall length is about 13 feet. It's red and black with gold trim."	Brad Silva	"IT Solutions Geek, Maker, Grandpa...."	images:20140215_110422.jpg
27511	Camp Pedal Power	http://makerfaire.files.wordpress.com/2014/03/sbywater-kid-jamming1.jpg	sbywater-kid-jamming1.jpg	"Camp Pedal Power is the place to be if you're interested in turning your good clean Pedal Power into usable juice for amazing music, tasty treats, and other awesome activities. Get inspired to turn your idea into reality!"	Paul Freedman	"Based in Oakland, Rock The Bike has been developing Pedal Powered Event activities since 2005. Their annual music festival, Bicycle Music Festival, is the world's largest Pedal Powered concert. "	images:sbywater-kid-jamming1.jpg
27468	Open source wearables	http://makerfaire.files.wordpress.com/2014/03/image.jpg	image.jpg	"Cyb.io and Meredith Scheff-King showcasing open source wearables, etextile materials library, sensor showcase, and prototyping techniques. "	meredith scheff	"Designer, writer, and etextile developer Meredith Scheff-King has worked with Popular Mechanics, SFMoMA,  Black Rock Arts Foundation, among others. She's also a cartoonist and mechanic."	images:image.jpg
27396	OpenSprinkler: An Open-Source Sprinkler Timer	http://makerfaire.files.wordpress.com/2014/03/os21s.jpg	os21s.jpg	"An open-source web-based sprinkler timer for lawn watering, farm irrigation etc. Set programs and check sprinkler status via web browser or our mobile app, at home or remotely. Automatic adjustment based on weather condition."	Ray Wang	"I am a college educator and hobby electronics maker. I like building electronic circuits in my spare time. I am particularly interested in home automation gadgets, and wearable electronics."	images:os21s.jpg
27376	RoBo 3D: Building Your Future in 3D	http://makerfaire.files.wordpress.com/2014/03/meetr1facebook.png	meetr1facebook.png	"RoBo 3D is about helping you create your future in 3D. We give you the tools, the platform, and the skillset, and you have the power to create the future for all."	Braydon Moreno	"Braydon has a BS in Management specializing in Entrepreneurship from San Diego State University. He has always been a tinkerer, a maker, and fascinated towards improving the way things work."	images:meetr1facebook.png
27365	The AVAVA Folly One - Build Your Own Space	http://makerfaire.files.wordpress.com/2014/03/folly-one.jpg	folly-one.jpg	"Come see and build the Folly One, a 100 square foot wood space frame that comes in a flat pack kit and assembles quickly with simple tools. Teams will compete to see who can assemble the structures throughout the Faire."	AVAVA Systems	"Michael Kozel, Designer and InventorrnDavid Wilson, Engineer, Operations, and InventorrnRobert Crivinar, DesignerrnBenjamin Kimmich, Business Development"	images:folly-one.jpg
27306	The Being Booth	http://makerfaire.files.wordpress.com/2014/03/booth_sketch3.jpg	booth_sketch3.jpg	"The Being Booth is an ethereal 20'x20' shimmering space that invites you to walk through and become present, to yourself, your surroundings and other beings. Bring your curiosity, discipline and courage for powerful results."	Megan Amaral		images:booth_sketch3.jpg
27301	castAR	http://makerfaire.files.wordpress.com/2014/03/system.png	system.png	"castAR is the premier projected augmented reality system. With the look and feel of sunglasses, castAR lets multiple users see and manipulate holographic-like images, all while still being visually grounded in the real world."	Technical Illusions	Technical Illusions is the Kickstarter backed company bringing you castAR - the premier projected augmented reality system. Technical Illusions was co-founded by Jeri Ellsworth and Rick Johnson.	images:system.png
27282	Light Cloud	http://makerfaire.files.wordpress.com/2014/03/img_0334.jpg	img_0334.jpg	"The Light Cloud is made of 5000lbs of steel, glass, and technology, made luminescent and paintable with a digital brush. Controlled by mobile apps in the crowd, visitors can color the cloud in real time."	Touchfab	"Interactive Technology + Physical Objects We are building the Internet of things, and exploring the point where modern technology and physical objects touch."	images:img_0334.jpg
27274	Maison de Monaco: french inspired fruit preserves	http://makerfaire.files.wordpress.com/2014/03/line-21.jpg	line-21.jpg	"Maison de Monaco TM preserves are handmade in San Francisco, California, following traditional French recipes. We cook them at low temperature in small batches with old fashioned copper kettles. "	coco guilhem	Our recipes have their origins in France where Coco had an upscale jam company for 10 years It is French quality but made in San Francisco in the Dogpatch district 	images:line-21.jpg
27255	33	http://makerfaire.files.wordpress.com/2014/03/wemake_logo.jpg	wemake_logo.jpg	333	efdeqd	edewewde	images:wemake_logo.jpg
27190	All things chocolate by Kika's Treats	http://makerfaire.files.wordpress.com/2014/03/brigadeiro.jpg	brigadeiro.jpg	"Kika's Treats will be showcasing ''brigadeiros'' - the Brazilian version of a chocolate truffle, with a caramel texture - two ways."	Cristina Arantes	"Kika was born and raised in Brazil, where she spent her days baking and eating all things chocolate. In 2006 she founded Kika's Treats, to share her favorite sweets with the rest of the world."	images:brigadeiro.jpg
27171	Electric Giraffe	http://makerfaire.files.wordpress.com/2013/05/electric-giraffe.jpg	electric-giraffe.jpg	"What started out as a crazy idea to build an art car for Burning Man soon turned into something beyond imagination.  Join us this year as our programmer, Russell Pinnington himself is with us again from the UK! "	Lindsay Lawlor	"Born and raised in San Diego, he never went to college or engineering school, he just reads the manuals and makes things work. Electro-Mechanical devices or animals are his greatest loves in life."	images:electric-giraffe.jpg
27153	Arduino for home and office	http://makerfaire.files.wordpress.com/2014/03/projects.jpg	projects.jpg	Bughouse chess clock and a DIY pingpong serving machine.	Alexander Sorokin	"I love hacking, building stuff, robots, arduino. Know a thing or two about programming, machine learning, computer vision and crowdsourcing."	images:projects.jpg
27141	Fab Lab San Diego and the MIT Mobile Fab Lab	http://makerfaire.files.wordpress.com/2014/03/mobilefablab.jpg	mobilefablab.jpg	"MIT has sent their Mobile Fab Lab across the country and is currently making its home in San Diego.  This bus-sized laboratory comes equipped with everything needed to start a Fab Lab, included a 4'x8' ShopBot!"	Fab Lab San Diego	"The San Diego installation of the MIT Global Fab Lab Network was sited in 2007, with the aim of actualizing ideas by turning concepts into physical forms through design and fabrication."	images:mobilefablab.jpg
27136	The SandBox 3D Printer	http://makerfaire.files.wordpress.com/2014/03/sandboxathiw.jpg	sandboxathiw.jpg	"The SandBox is an open-source powder 3D printer that uses familiar RAMPS architecture and HP inkjet heads to print 3D models.  Our new open sourced software is flexible enough to support home brew printers, as well as SLS exp"	Allen McAfee		images:sandboxathiw.jpg
27105	Solving Rubik's Cubes and Multilingual Prining	http://makerfaire.files.wordpress.com/2014/03/robosaurabh.jpg	robosaurabh.jpg	"I have two robots: One robot can solve any scrambled Rubik's Cube. The other  one can print in English and Braille. It can also write in other languages, making it multilingual printer."	"deep ram, Saurabh Narain"		images:robosaurabh.jpg
27097	The Cluck Bucket: A Solar Egg Incubator	http://makerfaire.files.wordpress.com/2014/03/9395017_orig.jpg	9395017_orig.jpg	"Henry M. Gunn High School InvenTeam students from Palo Alto, CA are inventing an affordable and sustainable solar egg incubator and water heater to combat malnutrition and enable economic opportunities in developing countries"	Henry M. Gunn High School InvenTeam	"A group of motivated inventors, engineers, and developers, the Henry M. Gunn High School InvenTeam is a group of high school students from Palo Alto, CA who want to solve the world's pressing problems"	images:9395017_orig.jpg
27095	Biomonstaaar	http://makerfaire.files.wordpress.com/2014/03/monstaaar21.jpg	monstaaar21.jpg	"The BioMONSTAAR bioreactor is an open source, arduino controlled, automated photobioreactor (PBR) array with potential future applications in aquaculture, genetic engineering, bioremediation, and space research."	Biomonstaaar	"BioMONSTAAAR - Magnificent OpeN Source Arduino Automated Algae Reactor. We are building an open source, automated photobioreactor (PBR) array."	images:monstaaar21.jpg
27087	All of Kinect Robots by SIProp Project	http://makerfaire.files.wordpress.com/2014/03/tt.jpg	tt.jpg	We will show our robots which use Kinect. Auto Chasing Turtle: This robot recognizes a human's face and chases to the recognized human. Treasure Hunting Robot: Get virtual treasures by controlling real robot!	SIProp Project	We usually make fun & funny products and go to show somewhere!	images:tt.jpg
27083	Rusty Rocket Adult Soapbox Derby Car	http://makerfaire.files.wordpress.com/2014/03/img_3413.jpg	img_3413.jpg	We would like to present our winning Rusty Rocket adult soapbox derby car with other makers and try to build interest in the first annual 2014 San Jose Adult Soapbox Derby.	Team Rusty Rocket	"Comprised of seven members, we are mostly engineering geeks with a passion for building, fabricating, and going fast"	images:img_3413.jpg
27031	Exploring Small Things in a Big Way	http://makerfaire.files.wordpress.com/2014/03/gigamacro_new_overview_1500.jpg	gigamacro_new_overview_1500.jpg	"Gigapixel macro robotic photography is here. Explore gigantic images and prints of some of the tiniest makers...insects. Then get hands-on and create an extreme resolution photograph of your hands, the hands that make things."	Gene Cooper	"Gene Cooper is creative innovator and developer with a passion for developing scientific tools, exhibits, and educational programs that provide new ways of exploring the world."	images:gigamacro_new_overview_1500.jpg
27024	IoT kit	http://makerfaire.files.wordpress.com/2014/03/dscn4606.jpg	dscn4606.jpg	IoT kit	Masahiro Mizuno	Prototypist	images:dscn4606.jpg
27008	How to using a Sewing Machine & or a Serger	http://makerfaire.files.wordpress.com/2014/03/stone-gloves.jpg	stone-gloves.jpg	Learn how use a sewing machine and or serger and make a cool project in 5 minutes.  All ages welcome 5years and  up will make a project. Project Runway Season 12 1st Runner Up - Alexandria von Bromssen offering workshops 	Camp Couture	Camp Couture is a sewing and design program in San Mateo featuring a fashion and sewing school that provides lessons to ALL AGES and ALL LEVELS in a creative environment.	images:stone-gloves.jpg
26987	Mobile 3D Scanner	http://makerfaire.files.wordpress.com/2014/03/img_6086.jpg	img_6086.jpg	An Arduino + Android based turn table 3D scanner. The Arduino rotates the table while the Android phone takes an image and analyse it. The Arduino and the phone communicate via Bluetooth.	KATS	"We competed in two Hackathons as a team. rnIn addition to this, we are also part of our schools FRC team."	images:img_6086.jpg
26978	Electric Mega-Kart	http://makerfaire.files.wordpress.com/2014/03/go-kart1.jpg	go-kart1.jpg	"Come drive our Electric Mega-Kart with your iPhone! Download our app, connect your iPhone to our Go-kart via Bluetooth, and start driving. On our app, you can steer, accelerate, and brake the Go-kart. Our Go-Kart can drive up"	Stanford Robotics Club	The Stanford Robotics Club is a student-run robotics and mechatronics club on campus. Our purpose is to serve as a safe and fun workspace for Stanford undergraduate and graduate students to pursue the	images:go-kart1.jpg
26949	BootstrapSolar Chi-qoo DIY Solar Power Pack Kit	http://makerfaire.files.wordpress.com/2014/03/chi-qoo-white-bg.jpg	chi-qoo-white-bg.jpg	"The BootstrapSolar Chi-qoo is an Open Source KickStarter-funded DIY hackcable solar power pack kit, originally designed for charing small devices like smartphones, but can also be used to build solar-powered robots!"	Ryo Chijiiwa	"Ryo Chijiiwa started BootstrapSolar by combining experiences gained as a software engineer, an off-grid cabin dweller, and disaster relief volunteer."	images:chi-qoo-white-bg.jpg
26907	"Lawrence Hall of Science - Design, Build, and Test"	http://makerfaire.files.wordpress.com/2014/03/schmitz_hydraulics.jpg	schmitz_hydraulics.jpg	"Build a hydraulic system out of tubes, tape, and other materials that lifts a pumpkin or operates like a crane. Play games with a giant MaKey MaKey and test other fun prototypes made in the Hall's teen internship program."	Lawrence Hall of Science	"The Lawrence Hall of Science is the public science center of the University of California, Berkeley, providing innovative science, technology, engineering and mathematics education for all learners "	images:schmitz_hydraulics.jpg
26900	iQuad Tilt-Rotor Quadcopter	http://makerfaire.files.wordpress.com/2014/03/img_5445_with_labels_merged.jpg	img_5445_with_labels_merged.jpg	"iQuad is a quadcopter with wings that can transition from a hovering mode to an efficient airplane-like forward flight mode. It is controlled using Arducopter, and has a carbon fiber body with 3D-printed wings. "	Ilya Rosenberg	"I am enterpreneur and maker. One of my hobbies (since I was a small kid) has been building model aircraft, and the project I'm showing is my most ambitious build yet."	images:img_5445_with_labels_merged.jpg
26893	Syndicate Design	http://makerfaire.files.wordpress.com/2014/03/syndicate.jpg	syndicate.jpg	"We live fast changing lives, but why shouldn't we be able to invest in beautiful things? Syndicate Design makes 50-year furniture for the modern age. Visit us today to start creating the home that will move and grow with you!"	Syndicate Design	We are three students at Stanford University interested in New American Design and Manufacturing.	images:syndicate.jpg
26889	3D welder	http://makerfaire.files.wordpress.com/2014/03/img_08081.jpg	img_08081.jpg	"A 3D printer, box style, approximately 2 feet square. The main frame is built from welded steel square tubing. Motion and welding is controlled with a TinyG board and software. "	Steve Delaire	Steve Delaire  A prolific builder of all things with a passion for racing vehicles & sculpture. 50 wins on self designed & built bicycles.  My garden shed is a decently equipped fabrication shop.	images:img_08081.jpg
26862	Rover - A LEGO self-driving car	http://makerfaire.files.wordpress.com/2014/03/rover1.jpg	rover1.jpg	"Rover is an autonomous mobile robot plattform consisting of a LEGO base, a depth camera, and a laptop on top of the platform for image processing, path planning and human robot interaction."	"Martin Wojtczyk, Devy Tan-Wojtczyk"		images:rover1.jpg
26842	Applied Kinetic Arts	http://makerfaire.files.wordpress.com/2014/03/mechman-9-copy.jpg	mechman-9-copy.jpg	A gallery-type exhibit of kinetic art by a group of bay area artists collectively known as Applied Kinetic Arts.	Applied Kinetic Arts	A.K.A. was founded in 2007 by artists Christopher T. Palmer and Nemo Gould with the intention of raising public awareness of this art form and providing a support network for its members and others.	images:mechman-9-copy.jpg
26816	Stanford Robotics Club	http://makerfaire.files.wordpress.com/2014/03/stanford-robotics-club-group-picture.jpg	stanford-robotics-club-group-picture.jpg	The Stanford Robotics Club is a student-run robotics and mechatronics club on campus. Our purpose is to serve as a safe and fun workspace for Stanford undergraduate and graduate students to pursue their interests in robotics.	Stanford Robotics Club	The Stanford Robotics Club is a student-run robotics and mechatronics club on campus. Our purpose is to serve as a safe and fun workspace for Stanford undergraduate and graduate students to pursue the	images:stanford-robotics-club-group-picture.jpg
26812	Jellykeepers	http://makerfaire.files.wordpress.com/2014/03/moon-jellyfish.jpg	moon-jellyfish.jpg	"Jellyfish are one the earliest and simplest life forms. Beautiful, elegant, and unique, they make a great addition to any home. Ask us about how you can keep your own jellyfish at home!"	"Travis Brandwood, Daniel Muonio"		images:moon-jellyfish.jpg
26795	Tapigami	http://makerfaire.files.wordpress.com/2014/03/mg_4110.jpg	mg_4110.jpg	"Tapigami is a large scale interactive, ever evolving, social art installation. It is created to inspire and redefine the way society and art can interact. It is made by those that believe in it. Touch the Art!"	DAnny Scheible	Danny Scheible created Tapigami 10 years ago as a way to expand the idea of art.  He current lives and works in Sacramento CA.  ''The fallacy of normality creates the banality of our reality.''	images:mg_4110.jpg
26787	Raccoontek Studios Costumes	http://makerfaire.files.wordpress.com/2014/03/raccoontexstudioexample.jpg	raccoontexstudioexample.jpg	Fun amazing costumes always pushing the limits of the imagination! See if you can find some of our critters running around the faire!	Rubbertex Raccoon	"Long time Maker, full time critter! I have always enjoyed building fun costumes whether they be cosplay, mascots, or special effects costumes! I also enjoy performing for people as well!"	images:raccoontexstudioexample.jpg
26761	Survival Gear	http://makerfaire.files.wordpress.com/2014/03/img_2038.jpg	img_2038.jpg	"I am a Young Maker teaching anyone to make your own Survival Gear bracelets, dog gear, water bottle holders and other gadgets from 550 paracord which can be deployed to save lives and other emergencies."	Ellie Rose White	"I am a Young Maker teaching anyone to tie all kinds of knots making paracord bracelets, dog gear, water bottle holders and other gadgets to be deployed to save lives and other emergencies."	images:img_2038.jpg
26756	Curious Customs - Artists and Robots!	http://makerfaire.files.wordpress.com/2014/03/srisconce.jpg	srisconce.jpg	Laser cut light fixtures that come packed flat.  Add a light bulb and enjoy.  Made in Austin TX.	"David Umlas, Marrilee Ratcliffe"		images:srisconce.jpg
